Customer ID,Age,Gender,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Previous Purchases,Payment Method,Frequency of Purchases,age_group,generation,purchase_tier,loyalty_tier,freq_order,frequency_category,customer_value_score,value_segment,promo_engagement,seasonal_spend_index,rating_flag,rating_category,is_subscriber,used_discount
404,19,Male,Footwear,45,Nevada,M,Orange,Winter,4.5,Yes,Next Day Air,Yes,12,Bank Transfer,Annually,18-25,Gen Z (18-28),Mid ($31-$60),Regular (11-25),7,Low Frequency (Quarterly-Annually),0.204,Low Value,Engaged Subscriber,60.36,Rated,Excellent (4.5-5.0),1,1
405,35,Male,Clothing,93,Delaware,M,Indigo,Spring,4.8,Yes,Store Pickup,Yes,11,Credit Card,Monthly,26-35,Millennial (29-44),Luxury ($81-$100),Regular (11-25),4,Medium Frequency (Monthly-Quarterly),0.561,Medium Value,Engaged Subscriber,58.74,Rated,Excellent (4.5-5.0),1,1
406,41,Male,Clothing,74,South Carolina,S,Silver,Summer,3.8,Yes,Standard,Yes,15,Cash,Annually,36-45,Millennial (29-44),Premium ($61-$80),Regular (11-25),7,Low Frequency (Quarterly-Annually),0.37,Low Value,Engaged Subscriber,58.41,Rated,Average (3.0-3.9),1,1
407,52,Male,Accessories,55,Maryland,M,Peach,Spring,4.6,Yes,Express,Yes,13,Cash,Monthly,46-55,Gen X (45-60),Mid ($31-$60),Regular (11-25),4,Medium Frequency (Monthly-Quarterly),0.386,Low Value,Engaged Subscriber,58.74,Rated,Excellent (4.5-5.0),1,1
408,45,Male,Clothing,76,North Carolina,XL,Teal,Spring,3.1,Yes,Next Day Air,Yes,5,Credit Card,Bi-Weekly,36-45,Gen X (45-60),Premium ($61-$80),New (1-5),3,High Frequency (Weekly-Bi-Weekly),0.475,Medium Value,Engaged Subscriber,58.74,Rated,Average (3.0-3.9),1,1
409,34,Male,Footwear,66,Alabama,L,White,Spring,3.4,Yes,Express,Yes,36,Cash,Fortnightly,26-35,Millennial (29-44),Premium ($61-$80),Loyal (26-50),2,High Frequency (Weekly-Bi-Weekly),0.688,High Value,Engaged Subscriber,58.74,Rated,Average (3.0-3.9),1,1
410,35,Male,Clothing,51,Minnesota,M,Brown,Winter,3.3,Yes,2-Day Shipping,Yes,32,Bank Transfer,Monthly,26-35,Millennial (29-44),Mid ($31-$60),Loyal (26-50),4,Medium Frequency (Monthly-Quarterly),0.501,Medium Value,Engaged Subscriber,60.36,Rated,Average (3.0-3.9),1,1
411,29,Male,Clothing,26,Virginia,L,Lavender,Spring,4.8,Yes,2-Day Shipping,Yes,1,Credit Card,Quarterly,26-35,Millennial (29-44),Budget (<=$30),New (1-5),6,Low Frequency (Quarterly-Annually),0.072,Low Value,Engaged Subscriber,58.74,Rated,Excellent (4.5-5.0),1,1
412,59,Male,Clothing,29,Michigan,M,Indigo,Summer,2.8,Yes,Express,Yes,15,PayPal,Annually,56-70,Gen X (45-60),Budget (<=$30),Regular (11-25),7,Low Frequency (Quarterly-Annually),0.145,Low Value,Engaged Subscriber,58.41,Rated,Poor (2.5-2.9),1,1
413,24,Male,Outerwear,74,Maine,M,Yellow,Summer,3.1,Yes,Store Pickup,Yes,3,Bank Transfer,Weekly,18-25,Gen Z (18-28),Premium ($61-$80),New (1-5),1,High Frequency (Weekly-Bi-Weekly),0.534,Medium Value,Engaged Subscriber,58.41,Rated,Average (3.0-3.9),1,1
414,70,Male,Accessories,99,Nevada,S,White,Summer,4.6,Yes,Free Shipping,Yes,48,Cash,Monthly,56-70,Boomer (61-70),Luxury ($81-$100),Loyal (26-50),4,Medium Frequency (Monthly-Quarterly),0.856,High Value,Engaged Subscriber,58.41,Rated,Excellent (4.5-5.0),1,1
415,29,Male,Accessories,88,Wyoming,L,Violet,Winter,2.6,Yes,Store Pickup,Yes,30,Debit Card,Weekly,26-35,Millennial (29-44),Luxury ($81-$100),Loyal (26-50),1,High Frequency (Weekly-Bi-Weekly),0.797,High Value,Engaged Subscriber,60.36,Rated,Poor (2.5-2.9),1,1
416,67,Male,Outerwear,31,Connecticut,M,Lavender,Winter,2.6,Yes,Express,Yes,40,Bank Transfer,Monthly,56-70,Boomer (61-70),Mid ($31-$60),Loyal (26-50),4,Medium Frequency (Monthly-Quarterly),0.459,Medium Value,Engaged Subscriber,60.36,Rated,Poor (2.5-2.9),1,1
417,36,Male,Accessories,55,Oregon,L,Olive,Spring,3.8,Yes,Free Shipping,Yes,24,Bank Transfer,Fortnightly,36-45,Millennial (29-44),Mid ($31-$60),Regular (11-25),2,High Frequency (Weekly-Bi-Weekly),0.548,Medium Value,Engaged Subscriber,58.74,Rated,Average (3.0-3.9),1,1
418,23,Male,Footwear,81,Mississippi,L,Beige,Fall,4.5,Yes,Free Shipping,Yes,48,Debit Card,Quarterly,18-25,Gen Z (18-28),Luxury ($81-$100),Loyal (26-50),6,Low Frequency (Quarterly-Annually),0.682,High Value,Engaged Subscriber,61.56,Rated,Excellent (4.5-5.0),1,1
419,18,Male,Clothing,73,Illinois,L,Purple,Spring,3.0,Yes,Standard,Yes,27,Venmo,Bi-Weekly,18-25,Gen Z (18-28),Premium ($61-$80),Loyal (26-50),3,High Frequency (Weekly-Bi-Weekly),0.617,Medium Value,Engaged Subscriber,58.74,Rated,Average (3.0-3.9),1,1
420,53,Male,Clothing,91,Utah,S,Teal,Winter,,Yes,Free Shipping,Yes,14,Credit Card,Every 3 Months,46-55,Gen X (45-60),Luxury ($81-$100),Regular (11-25),5,Medium Frequency (Monthly-Quarterly),0.531,Medium Value,Engaged Subscriber,60.36,No Rating,Not Rated,1,1
421,32,Male,Clothing,54,North Carolina,S,Peach,Spring,3.8,Yes,Free Shipping,Yes,18,Debit Card,Bi-Weekly,26-35,Millennial (29-44),Mid ($31-$60),Regular (11-25),3,High Frequency (Weekly-Bi-Weekly),0.458,Medium Value,Engaged Subscriber,58.74,Rated,Average (3.0-3.9),1,1
422,38,Male,Clothing,40,Kentucky,M,Violet,Winter,3.5,Yes,Standard,Yes,48,Cash,Bi-Weekly,36-45,Millennial (29-44),Mid ($31-$60),Loyal (26-50),3,High Frequency (Weekly-Bi-Weekly),0.602,Medium Value,Engaged Subscriber,60.36,Rated,Average (3.0-3.9),1,1
423,47,Male,Clothing,59,Minnesota,M,Purple,Fall,3.1,Yes,Store Pickup,Yes,32,Debit Card,Annually,46-55,Gen X (45-60),Mid ($31-$60),Loyal (26-50),7,Low Frequency (Quarterly-Annually),0.416,Medium Value,Engaged Subscriber,61.56,Rated,Average (3.0-3.9),1,1
424,46,Male,Accessories,26,New York,L,Teal,Spring,3.0,Yes,Store Pickup,Yes,21,Credit Card,Bi-Weekly,46-55,Gen X (45-60),Budget (<=$30),Regular (11-25),3,High Frequency (Weekly-Bi-Weekly),0.34,Low Value,Engaged Subscriber,58.74,Rated,Average (3.0-3.9),1,1
425,66,Male,Clothing,23,Illinois,M,Gold,Winter,4.3,Yes,Standard,Yes,42,PayPal,Fortnightly,56-70,Boomer (61-70),Budget (<=$30),Loyal (26-50),2,High Frequency (Weekly-Bi-Weekly),0.516,Medium Value,Engaged Subscriber,60.36,Rated,Good (4.0-4.4),1,1
426,40,Male,Clothing,87,North Dakota,S,Teal,Winter,3.3,Yes,Store Pickup,Yes,4,Credit Card,Quarterly,36-45,Millennial (29-44),Luxury ($81-$100),New (1-5),6,Low Frequency (Quarterly-Annually),0.398,Low Value,Engaged Subscriber,60.36,Rated,Average (3.0-3.9),1,1
427,43,Male,Clothing,71,Louisiana,M,Violet,Winter,4.7,Yes,Express,Yes,19,Credit Card,Quarterly,36-45,Millennial (29-44),Premium ($61-$80),Regular (11-25),6,Low Frequency (Quarterly-Annually),0.425,Medium Value,Engaged Subscriber,60.36,Rated,Excellent (4.5-5.0),1,1
428,58,Male,Accessories,91,Illinois,L,Black,Winter,4.5,Yes,Store Pickup,Yes,6,Credit Card,Quarterly,56-70,Gen X (45-60),Luxury ($81-$100),Developing (6-10),6,Low Frequency (Quarterly-Annually),0.432,Medium Value,Engaged Subscriber,60.36,Rated,Excellent (4.5-5.0),1,1
429,21,Male,Outerwear,64,Wyoming,XL,Gold,Winter,2.9,Yes,Free Shipping,Yes,2,Debit Card,Fortnightly,18-25,Gen Z (18-28),Premium ($61-$80),New (1-5),2,High Frequency (Weekly-Bi-Weekly),0.435,Medium Value,Engaged Subscriber,60.36,Rated,Poor (2.5-2.9),1,1
430,42,Male,Footwear,94,Washington,M,Gold,Winter,4.1,Yes,2-Day Shipping,Yes,21,Cash,Fortnightly,36-45,Millennial (29-44),Luxury ($81-$100),Regular (11-25),2,High Frequency (Weekly-Bi-Weekly),0.721,High Value,Engaged Subscriber,60.36,Rated,Good (4.0-4.4),1,1
431,24,Male,Clothing,40,Texas,M,Brown,Summer,3.5,Yes,Store Pickup,Yes,40,Debit Card,Annually,18-25,Gen Z (18-28),Mid ($31-$60),Loyal (26-50),7,Low Frequency (Quarterly-Annually),0.379,Low Value,Engaged Subscriber,58.41,Rated,Average (3.0-3.9),1,1
432,43,Male,Accessories,76,New Hampshire,L,Cyan,Winter,3.4,Yes,Store Pickup,Yes,33,Cash,Fortnightly,36-45,Millennial (29-44),Premium ($61-$80),Loyal (26-50),2,High Frequency (Weekly-Bi-Weekly),0.717,High Value,Engaged Subscriber,60.36,Rated,Average (3.0-3.9),1,1
433,47,Male,Clothing,86,Indiana,S,Indigo,Fall,3.3,Yes,Free Shipping,Yes,26,Venmo,Weekly,46-55,Gen X (45-60),Luxury ($81-$100),Loyal (26-50),1,High Frequency (Weekly-Bi-Weekly),0.759,High Value,Engaged Subscriber,61.56,Rated,Average (3.0-3.9),1,1
434,49,Male,Clothing,92,Alabama,M,Orange,Fall,3.2,Yes,Store Pickup,Yes,23,Credit Card,Fortnightly,46-55,Gen X (45-60),Luxury ($81-$100),Regular (11-25),2,High Frequency (Weekly-Bi-Weekly),0.725,High Value,Engaged Subscriber,61.56,Rated,Average (3.0-3.9),1,1
435,50,Male,Footwear,52,Oklahoma,L,Pink,Spring,4.0,Yes,Store Pickup,Yes,39,PayPal,Every 3 Months,46-55,Gen X (45-60),Mid ($31-$60),Loyal (26-50),5,Medium Frequency (Monthly-Quarterly),0.515,Medium Value,Engaged Subscriber,58.74,Rated,Good (4.0-4.4),1,1
436,51,Male,Outerwear,28,Montana,XL,Olive,Winter,3.6,Yes,Next Day Air,Yes,42,Bank Transfer,Monthly,46-55,Gen X (45-60),Budget (<=$30),Loyal (26-50),4,Medium Frequency (Monthly-Quarterly),0.458,Medium Value,Engaged Subscriber,60.36,Rated,Average (3.0-3.9),1,1
437,40,Male,Clothing,46,Tennessee,L,Cyan,Summer,4.6,Yes,Free Shipping,Yes,41,Bank Transfer,Weekly,36-45,Millennial (29-44),Mid ($31-$60),Loyal (26-50),1,High Frequency (Weekly-Bi-Weekly),0.666,High Value,Engaged Subscriber,58.41,Rated,Excellent (4.5-5.0),1,1
438,45,Male,Accessories,50,New Mexico,M,Peach,Summer,2.6,Yes,Next Day Air,Yes,41,PayPal,Annually,36-45,Gen X (45-60),Mid ($31-$60),Loyal (26-50),7,Low Frequency (Quarterly-Annually),0.436,Medium Value,Engaged Subscriber,58.41,Rated,Poor (2.5-2.9),1,1
439,52,Male,Accessories,23,Iowa,M,Turquoise,Winter,4.3,Yes,Express,Yes,12,Credit Card,Fortnightly,46-55,Gen X (45-60),Budget (<=$30),Regular (11-25),2,High Frequency (Weekly-Bi-Weekly),0.302,Low Value,Engaged Subscriber,60.36,Rated,Good (4.0-4.4),1,1
440,62,Male,Outerwear,50,Idaho,M,Turquoise,Summer,3.4,Yes,Free Shipping,Yes,31,Cash,Monthly,56-70,Boomer (61-70),Mid ($31-$60),Loyal (26-50),4,Medium Frequency (Monthly-Quarterly),0.489,Medium Value,Engaged Subscriber,58.41,Rated,Average (3.0-3.9),1,1
441,20,Male,Clothing,89,Oklahoma,XL,Maroon,Winter,3.5,Yes,Store Pickup,Yes,34,Debit Card,Fortnightly,18-25,Gen Z (18-28),Luxury ($81-$100),Loyal (26-50),2,High Frequency (Weekly-Bi-Weekly),0.789,High Value,Engaged Subscriber,60.36,Rated,Average (3.0-3.9),1,1
442,43,Male,Clothing,81,Florida,M,Maroon,Winter,4.2,Yes,Standard,Yes,32,Credit Card,Annually,36-45,Millennial (29-44),Luxury ($81-$100),Loyal (26-50),7,Low Frequency (Quarterly-Annually),0.526,Medium Value,Engaged Subscriber,60.36,Rated,Good (4.0-4.4),1,1
443,29,Male,Accessories,69,Michigan,M,Olive,Fall,,Yes,Store Pickup,Yes,31,Credit Card,Quarterly,26-35,Millennial (29-44),Premium ($61-$80),Loyal (26-50),6,Low Frequency (Quarterly-Annually),0.501,Medium Value,Engaged Subscriber,61.56,No Rating,Not Rated,1,1
444,22,Male,Accessories,67,Hawaii,M,Magenta,Summer,3.6,Yes,Free Shipping,Yes,24,PayPal,Annually,18-25,Gen Z (18-28),Premium ($61-$80),Regular (11-25),7,Low Frequency (Quarterly-Annually),0.399,Low Value,Engaged Subscriber,58.41,Rated,Average (3.0-3.9),1,1
445,48,Male,Clothing,20,California,M,Red,Summer,4.3,Yes,Store Pickup,Yes,31,Debit Card,Annually,46-55,Gen X (45-60),Budget (<=$30),Loyal (26-50),7,Low Frequency (Quarterly-Annually),0.214,Low Value,Engaged Subscriber,58.41,Rated,Good (4.0-4.4),1,1
446,42,Male,Footwear,29,Iowa,M,Olive,Fall,4.9,Yes,Standard,Yes,18,Venmo,Annually,36-45,Millennial (29-44),Budget (<=$30),Regular (11-25),7,Low Frequency (Quarterly-Annually),0.166,Low Value,Engaged Subscriber,61.56,Rated,Excellent (4.5-5.0),1,1
447,19,Male,Clothing,74,West Virginia,M,Silver,Summer,4.1,Yes,Store Pickup,Yes,15,Venmo,Monthly,18-25,Gen Z (18-28),Premium ($61-$80),Regular (11-25),4,Medium Frequency (Monthly-Quarterly),0.495,Medium Value,Engaged Subscriber,58.41,Rated,Good (4.0-4.4),1,1
448,60,Male,Clothing,82,Washington,S,Turquoise,Spring,3.6,Yes,Standard,Yes,7,Bank Transfer,Every 3 Months,56-70,Gen X (45-60),Luxury ($81-$100),Developing (6-10),5,Medium Frequency (Monthly-Quarterly),0.436,Medium Value,Engaged Subscriber,58.74,Rated,Average (3.0-3.9),1,1
449,32,Male,Accessories,23,Missouri,M,Yellow,Summer,3.4,Yes,Next Day Air,Yes,35,Bank Transfer,Fortnightly,26-35,Millennial (29-44),Budget (<=$30),Loyal (26-50),2,High Frequency (Weekly-Bi-Weekly),0.466,Medium Value,Engaged Subscriber,58.41,Rated,Average (3.0-3.9),1,1
450,26,Male,Accessories,45,New York,L,Peach,Summer,2.9,Yes,2-Day Shipping,Yes,35,Bank Transfer,Monthly,26-35,Gen Z (18-28),Mid ($31-$60),Loyal (26-50),4,Medium Frequency (Monthly-Quarterly),0.493,Medium Value,Engaged Subscriber,58.41,Rated,Poor (2.5-2.9),1,1
451,25,Male,Footwear,21,Connecticut,L,Beige,Summer,2.7,Yes,Store Pickup,Yes,19,Credit Card,Monthly,18-25,Gen Z (18-28),Budget (<=$30),Regular (11-25),4,Medium Frequency (Monthly-Quarterly),0.259,Low Value,Engaged Subscriber,58.41,Rated,Poor (2.5-2.9),1,1
452,66,Male,Accessories,31,Virginia,M,Pink,Summer,4.3,Yes,Express,Yes,26,Credit Card,Fortnightly,56-70,Boomer (61-70),Mid ($31-$60),Loyal (26-50),2,High Frequency (Weekly-Bi-Weekly),0.442,Medium Value,Engaged Subscriber,58.41,Rated,Good (4.0-4.4),1,1
453,45,Male,Clothing,45,Missouri,M,Violet,Summer,,Yes,Express,Yes,39,PayPal,Fortnightly,36-45,Gen X (45-60),Mid ($31-$60),Loyal (26-50),2,High Frequency (Weekly-Bi-Weekly),0.605,Medium Value,Engaged Subscriber,58.41,No Rating,Not Rated,1,1
454,54,Male,Accessories,56,Nebraska,XL,Peach,Winter,2.8,Yes,Next Day Air,Yes,22,Credit Card,Weekly,46-55,Gen X (45-60),Mid ($31-$60),Regular (11-25),1,High Frequency (Weekly-Bi-Weekly),0.58,Medium Value,Engaged Subscriber,60.36,Rated,Poor (2.5-2.9),1,1
455,37,Male,Outerwear,97,New Jersey,S,Gold,Summer,3.2,Yes,Next Day Air,Yes,14,Cash,Bi-Weekly,36-45,Millennial (29-44),Luxury ($81-$100),Regular (11-25),3,High Frequency (Weekly-Bi-Weekly),0.645,Medium Value,Engaged Subscriber,58.41,Rated,Average (3.0-3.9),1,1
456,54,Male,Clothing,100,Utah,XL,Gold,Fall,3.6,Yes,Store Pickup,Yes,50,Debit Card,Fortnightly,46-55,Gen X (45-60),Luxury ($81-$100),Loyal (26-50),2,High Frequency (Weekly-Bi-Weekly),0.958,High Value,Engaged Subscriber,61.56,Rated,Average (3.0-3.9),1,1
457,50,Male,Clothing,96,North Carolina,S,Indigo,Fall,4.0,Yes,2-Day Shipping,Yes,33,Credit Card,Quarterly,46-55,Gen X (45-60),Luxury ($81-$100),Loyal (26-50),6,Low Frequency (Quarterly-Annually),0.65,High Value,Engaged Subscriber,61.56,Rated,Good (4.0-4.4),1,1
458,25,Male,Accessories,99,Rhode Island,M,Blue,Spring,4.9,Yes,Next Day Air,Yes,48,Debit Card,Every 3 Months,18-25,Gen Z (18-28),Luxury ($81-$100),Loyal (26-50),5,Medium Frequency (Monthly-Quarterly),0.814,High Value,Engaged Subscriber,58.74,Rated,Excellent (4.5-5.0),1,1
459,47,Male,Clothing,91,Arkansas,L,Black,Winter,4.0,Yes,2-Day Shipping,Yes,48,PayPal,Monthly,46-55,Gen X (45-60),Luxury ($81-$100),Loyal (26-50),4,Medium Frequency (Monthly-Quarterly),0.816,High Value,Engaged Subscriber,60.36,Rated,Good (4.0-4.4),1,1
460,63,Male,Accessories,30,Maryland,L,Black,Winter,3.8,Yes,Standard,Yes,27,PayPal,Fortnightly,56-70,Boomer (61-70),Budget (<=$30),Loyal (26-50),2,High Frequency (Weekly-Bi-Weekly),0.444,Medium Value,Engaged Subscriber,60.36,Rated,Average (3.0-3.9),1,1
461,64,Male,Footwear,65,South Carolina,L,Teal,Summer,,Yes,Store Pickup,Yes,27,Bank Transfer,Weekly,56-70,Boomer (61-70),Premium ($61-$80),Loyal (26-50),1,High Frequency (Weekly-Bi-Weekly),0.661,High Value,Engaged Subscriber,58.41,No Rating,Not Rated,1,1
462,18,Male,Footwear,93,Ohio,M,Yellow,Winter,3.9,Yes,Express,Yes,20,Venmo,Weekly,18-25,Gen Z (18-28),Luxury ($81-$100),Regular (11-25),1,High Frequency (Weekly-Bi-Weekly),0.751,High Value,Engaged Subscriber,60.36,Rated,Average (3.0-3.9),1,1
463,59,Male,Outerwear,81,Illinois,M,White,Fall,3.3,Yes,Express,Yes,48,Venmo,Every 3 Months,56-70,Gen X (45-60),Luxury ($81-$100),Loyal (26-50),5,Medium Frequency (Monthly-Quarterly),0.724,High Value,Engaged Subscriber,61.56,Rated,Average (3.0-3.9),1,1
464,37,Male,Accessories,81,Georgia,S,Orange,Summer,2.7,Yes,Standard,Yes,29,Venmo,Weekly,36-45,Millennial (29-44),Luxury ($81-$100),Loyal (26-50),1,High Frequency (Weekly-Bi-Weekly),0.755,High Value,Engaged Subscriber,58.41,Rated,Poor (2.5-2.9),1,1
465,23,Male,Accessories,52,Alabama,M,Silver,Winter,4.7,Yes,Next Day Air,Yes,45,PayPal,Monthly,18-25,Gen Z (18-28),Mid ($31-$60),Loyal (26-50),4,Medium Frequency (Monthly-Quarterly),0.599,Medium Value,Engaged Subscriber,60.36,Rated,Excellent (4.5-5.0),1,1
466,54,Male,Clothing,88,Oklahoma,M,Pink,Summer,2.8,Yes,Next Day Air,Yes,25,Cash,Quarterly,46-55,Gen X (45-60),Luxury ($81-$100),Regular (11-25),6,Low Frequency (Quarterly-Annually),0.553,Medium Value,Engaged Subscriber,58.41,Rated,Poor (2.5-2.9),1,1
467,38,Male,Clothing,24,Vermont,L,Turquoise,Winter,4.6,Yes,Free Shipping,Yes,25,PayPal,Weekly,36-45,Millennial (29-44),Budget (<=$30),Regular (11-25),1,High Frequency (Weekly-Bi-Weekly),0.441,Medium Value,Engaged Subscriber,60.36,Rated,Excellent (4.5-5.0),1,1
468,19,Male,Accessories,51,Nebraska,S,Orange,Spring,4.5,Yes,2-Day Shipping,Yes,37,Debit Card,Every 3 Months,18-25,Gen Z (18-28),Mid ($31-$60),Loyal (26-50),5,Medium Frequency (Monthly-Quarterly),0.495,Medium Value,Engaged Subscriber,58.74,Rated,Excellent (4.5-5.0),1,1
469,34,Male,Accessories,38,Georgia,S,Peach,Fall,5.0,Yes,Free Shipping,Yes,16,Cash,Quarterly,26-35,Millennial (29-44),Mid ($31-$60),Regular (11-25),6,Low Frequency (Quarterly-Annually),0.239,Low Value,Engaged Subscriber,61.56,Rated,Excellent (4.5-5.0),1,1
470,21,Male,Clothing,46,Alabama,L,Pink,Fall,4.1,Yes,2-Day Shipping,Yes,30,Debit Card,Bi-Weekly,18-25,Gen Z (18-28),Mid ($31-$60),Loyal (26-50),3,High Frequency (Weekly-Bi-Weekly),0.504,Medium Value,Engaged Subscriber,61.56,Rated,Good (4.0-4.4),1,1
471,50,Male,Clothing,63,Minnesota,L,Teal,Summer,4.6,Yes,Express,Yes,6,Cash,Every 3 Months,46-55,Gen X (45-60),Premium ($61-$80),Developing (6-10),5,Medium Frequency (Monthly-Quarterly),0.334,Low Value,Engaged Subscriber,58.41,Rated,Excellent (4.5-5.0),1,1
472,55,Male,Accessories,72,Missouri,XL,White,Winter,4.9,Yes,2-Day Shipping,Yes,36,Bank Transfer,Quarterly,46-55,Gen X (45-60),Premium ($61-$80),Loyal (26-50),6,Low Frequency (Quarterly-Annually),0.552,Medium Value,Engaged Subscriber,60.36,Rated,Excellent (4.5-5.0),1,1
473,20,Male,Clothing,39,Georgia,L,Gray,Winter,3.9,Yes,Free Shipping,Yes,3,Bank Transfer,Quarterly,18-25,Gen Z (18-28),Mid ($31-$60),New (1-5),6,Low Frequency (Quarterly-Annually),0.151,Low Value,Engaged Subscriber,60.36,Rated,Average (3.0-3.9),1,1
474,34,Male,Outerwear,42,West Virginia,L,Olive,Spring,3.9,Yes,Store Pickup,Yes,29,PayPal,Every 3 Months,26-35,Millennial (29-44),Mid ($31-$60),Loyal (26-50),5,Medium Frequency (Monthly-Quarterly),0.393,Low Value,Engaged Subscriber,58.74,Rated,Average (3.0-3.9),1,1
475,62,Male,Clothing,76,Arkansas,XL,Maroon,Summer,2.6,Yes,2-Day Shipping,Yes,15,Cash,Quarterly,56-70,Boomer (61-70),Premium ($61-$80),Regular (11-25),6,Low Frequency (Quarterly-Annually),0.422,Medium Value,Engaged Subscriber,58.41,Rated,Poor (2.5-2.9),1,1
476,21,Male,Footwear,66,Ohio,L,Magenta,Summer,2.7,Yes,Free Shipping,Yes,18,Debit Card,Annually,18-25,Gen Z (18-28),Premium ($61-$80),Regular (11-25),7,Low Frequency (Quarterly-Annually),0.351,Low Value,Engaged Subscriber,58.41,Rated,Poor (2.5-2.9),1,1
477,21,Male,Accessories,90,Connecticut,M,Magenta,Spring,3.5,Yes,Free Shipping,Yes,2,Debit Card,Fortnightly,18-25,Gen Z (18-28),Luxury ($81-$100),New (1-5),2,High Frequency (Weekly-Bi-Weekly),0.565,Medium Value,Engaged Subscriber,58.74,Rated,Average (3.0-3.9),1,1
478,42,Male,Clothing,56,North Dakota,M,Green,Summer,3.7,Yes,Free Shipping,Yes,49,Debit Card,Weekly,36-45,Millennial (29-44),Mid ($31-$60),Loyal (26-50),1,High Frequency (Weekly-Bi-Weekly),0.773,High Value,Engaged Subscriber,58.41,Rated,Average (3.0-3.9),1,1
479,35,Male,Accessories,43,Kansas,XL,Turquoise,Winter,3.2,Yes,Free Shipping,Yes,48,Venmo,Annually,26-35,Millennial (29-44),Mid ($31-$60),Loyal (26-50),7,Low Frequency (Quarterly-Annually),0.451,Medium Value,Engaged Subscriber,60.36,Rated,Average (3.0-3.9),1,1
480,39,Male,Accessories,84,Iowa,L,Yellow,Winter,3.3,Yes,Store Pickup,Yes,43,Venmo,Monthly,36-45,Millennial (29-44),Luxury ($81-$100),Loyal (26-50),4,Medium Frequency (Monthly-Quarterly),0.745,High Value,Engaged Subscriber,60.36,Rated,Average (3.0-3.9),1,1
481,68,Male,Clothing,88,Vermont,M,Gray,Summer,4.8,Yes,Standard,Yes,30,Debit Card,Bi-Weekly,56-70,Boomer (61-70),Luxury ($81-$100),Loyal (26-50),3,High Frequency (Weekly-Bi-Weekly),0.714,High Value,Engaged Subscriber,58.41,Rated,Excellent (4.5-5.0),1,1
482,46,Male,Accessories,88,Wisconsin,L,Peach,Fall,3.2,Yes,2-Day Shipping,Yes,10,PayPal,Fortnightly,46-55,Gen X (45-60),Luxury ($81-$100),Developing (6-10),2,High Frequency (Weekly-Bi-Weekly),0.613,Medium Value,Engaged Subscriber,61.56,Rated,Average (3.0-3.9),1,1
483,41,Male,Accessories,42,Connecticut,M,Yellow,Winter,2.5,Yes,2-Day Shipping,Yes,11,Venmo,Annually,36-45,Millennial (29-44),Mid ($31-$60),Regular (11-25),7,Low Frequency (Quarterly-Annually),0.181,Low Value,Engaged Subscriber,60.36,Rated,Poor (2.5-2.9),1,1
484,23,Male,Clothing,73,Oklahoma,M,White,Fall,3.9,Yes,Store Pickup,Yes,12,Debit Card,Weekly,18-25,Gen Z (18-28),Premium ($61-$80),Regular (11-25),1,High Frequency (Weekly-Bi-Weekly),0.594,Medium Value,Engaged Subscriber,61.56,Rated,Average (3.0-3.9),1,1
485,68,Male,Accessories,73,Missouri,L,Lavender,Summer,4.7,Yes,Free Shipping,Yes,28,Bank Transfer,Quarterly,56-70,Boomer (61-70),Premium ($61-$80),Loyal (26-50),6,Low Frequency (Quarterly-Annually),0.5,Medium Value,Engaged Subscriber,58.41,Rated,Excellent (4.5-5.0),1,1
486,48,Male,Footwear,44,Tennessee,S,Blue,Spring,2.6,Yes,Next Day Air,Yes,36,Debit Card,Fortnightly,46-55,Gen X (45-60),Mid ($31-$60),Loyal (26-50),2,High Frequency (Weekly-Bi-Weekly),0.578,Medium Value,Engaged Subscriber,58.74,Rated,Poor (2.5-2.9),1,1
487,38,Male,Footwear,63,New Mexico,M,Charcoal,Fall,2.8,Yes,Store Pickup,Yes,37,Venmo,Every 3 Months,36-45,Millennial (29-44),Premium ($61-$80),Loyal (26-50),5,Medium Frequency (Monthly-Quarterly),0.555,Medium Value,Engaged Subscriber,61.56,Rated,Poor (2.5-2.9),1,1
488,41,Male,Outerwear,68,Iowa,L,Red,Winter,4.4,Yes,Store Pickup,Yes,22,Credit Card,Quarterly,36-45,Millennial (29-44),Premium ($61-$80),Regular (11-25),6,Low Frequency (Quarterly-Annually),0.432,Medium Value,Engaged Subscriber,60.36,Rated,Good (4.0-4.4),1,1
489,58,Male,Clothing,29,Maine,L,Olive,Spring,4.6,Yes,Standard,Yes,32,Venmo,Weekly,56-70,Gen X (45-60),Budget (<=$30),Loyal (26-50),1,High Frequency (Weekly-Bi-Weekly),0.516,Medium Value,Engaged Subscriber,58.74,Rated,Excellent (4.5-5.0),1,1
490,49,Male,Clothing,85,South Dakota,M,Green,Summer,3.2,Yes,Standard,Yes,40,PayPal,Annually,46-55,Gen X (45-60),Luxury ($81-$100),Loyal (26-50),7,Low Frequency (Quarterly-Annually),0.604,Medium Value,Engaged Subscriber,58.41,Rated,Average (3.0-3.9),1,1
491,57,Male,Footwear,42,Colorado,M,Silver,Winter,4.2,Yes,2-Day Shipping,Yes,47,Cash,Monthly,56-70,Gen X (45-60),Mid ($31-$60),Loyal (26-50),4,Medium Frequency (Monthly-Quarterly),0.564,Medium Value,Engaged Subscriber,60.36,Rated,Good (4.0-4.4),1,1
